title,description,category,url,image,provider,datePublished,sentiment
Caitlin Clark's heartfelt gesture to JuJu Watkins sparks a new era for women's basketball,"Beyond the highlights and headlines, Caitlin Clark's off-the-court gestures are making waves, especially with the next generation of basketball stars. And when USC head coach Linds",Sports,https://www.marca.com/en/basketball/wnba/indiana-fever/2024/10/12/6709aff522601d5c268b45a4.html,https://www.bing.com/th?id=OVFT.N72BsBCdWpx_foGjY5XO1i&pid=News,MARCA,11-Oct-24,neutral
"Ted Cruz leads Colin Allred by 5 points, new poll shows",A new Marist poll shows Republican Ted Cruz with a 5 percentage point lead over Democratic challenger Colin Allred in their Senate race.,Politics,https://www.fox4news.com/news/ted-cruz-colin-allred-poll-october-2024,https://www.bing.com/th?id=OVFT.QoUVKLKynYANFpSQA7qMdy&pid=News,KDFW,11-Oct-24,neutral
A new Italian American museum opens in Little Italy next week,"A new museum of Italian American history will open at the same location in Little Italy next Monday, October 14, coinciding with the Columbus Day holiday. Construction began in 2018 on a new building at 155 Mulberry Street,",LifeStyle,https://www.timeout.com/newyork/news/a-new-italian-american-museum-opens-in-little-italy-next-week-101124,https://www.bing.com/th?id=OVFT.1NawABnLSEU_1Uno1kZa6y&pid=News,Time Out,11-Oct-24,neutral
Singapore to launch new leadership training programme for Laos government officials next year: PM Wong,The Leadership and Governance Training Programme aims to share Singapore’s development experience and provide a platform for exchanging best practices.,World,https://www.channelnewsasia.com/singapore/singapore-laos-leadership-training-programme-government-officials-lawrence-wong-4673261,https://www.bing.com/th?id=OVFT.tDZS-B9nG-RIXNMwkoKqQi&pid=News,Channel NewsAsia Singapore,11-Oct-24,neutral
Fact Check: Trump Boasts About Nonexistent New York Times Election Apology,Donald Trump claimed that The New York Times had apologized to readers after he won the 2016 presidential race.,Politics,https://www.msn.com/en-us/news/politics/fact-check-trump-boasts-about-nonexistent-new-york-times-election-apology/ar-AA1s71RT,https://www.bing.com/th?id=OVFT.V24ION1VHzGfAGHN6_p6fy&pid=News,Newsweek on MSN.com,11-Oct-24,neutral
Taylor Swift and Travis Kelce enjoy intimate double date night with Blake Lively and Ryan Reynolds in New York,The A-list foursome was seen arriving at hotspot The Corner Store in the Soho neighborhood of New York City on Friday night.,Entertainment,https://www.dailymail.co.uk/tvshowbiz/article-13952095/Taylor-Swift-Travis-Kelce-Blake-Lively-Ryan-Reynolds-New-York.html,https://www.bing.com/th?id=OVFT.AqFQkLkZdkDajboHLm58Gy&pid=News,Daily Mail,12-Oct-24,neutral
New Munson Community Mural is Growing,"UTICA, N.Y. -- Progress is being made on Munson's Genesee Street community mural. You may have seen work being done on the Genesse Street Studio on Munson's campus. This is Munson's community mural that is being done by lead artist Jared Christopher Diaz, co-artist Demetrius Felder, and co-artist Daniel Levin.",LifeStyle,https://www.wktv.com/news/local/new-munson-community-mural-is-growing/article_7e5a5bbe-8802-11ef-9126-737a542e1499.html,https://www.bing.com/th?id=OVFT.p2aXYJ0GG1ISlaWEBbvwdi&pid=News,WKTV,11-Oct-24,neutral
"'Showdown' in Sin City points toward new horizons for PGA Tour, LIV Golf","The dramatically named "" Showdown ,"" slated to take place on Dec. 17 at Shadow Creek Golf Course in Las Vegas, pits the PGA Tour against LIV Golf. The world's No. 1 and No. 3 players, Scottie Scheffler and Rory McIlroy, will represent the PGA, while major champions Bryson DeChambeau and Brooks Koepka have agreed to be the faces of LIV.",Sports,https://www.yardbarker.com/golf/articles/showdown_in_sin_city_points_toward_new_horizons_for_pga_tour_liv_golf/s1_13132_41038435,https://www.bing.com/th?id=OVFT.NeY02dX9KFk88CNkuawBmi&pid=News,Yardbarker,11-Oct-24,neutral
Brook Park City Council set to approve new Carpenter Park playground project,"Brook Park City Council is expected to approve a plan to build a new playground at Carpenter Park, with most of the cost covered by grants.",Politics,https://www.msn.com/en-us/news/other/brook-park-city-council-set-to-approve-new-carpenter-park-playground-project/ar-AA1s7bJ4,https://www.bing.com/th?id=OVFT.EfPbMkydmsoqHAUkzhsdJi&pid=News,Cleveland.com on MSN.com,11-Oct-24,neutral
"Golden Goose sneakers are up to $245 off at Gilt, but only for a limited time",There's something about fall fashion that only a great pair of distressed kicks can elevate. Shop popular Golden Goose styles at Gilt for as little as $370.,LifeStyle,https://www.lehighvalleylive.com/business/2024/10/golden-goose-sneakers-are-up-to-245-off-at-gilt-but-only-for-a-limited-time.html,https://www.bing.com/th?id=OVFT.dxvSv6dbkv9rZngvkZBNWy&pid=News,Lehigh Valley Live,11-Oct-24,negative
Can Kamala Harris beat Donald Trump? Latest poll updates,"With just weeks to go, a new poll now finds Trump leading in multiple swing states, with margins mostly too close to call between the two candidates. But Trump may be losing his grip on older generations of voters, with the latest New York Times polls ...",World,https://ca.yahoo.com/news/kamala-harris-beat-donald-trump-142506864.html,https://www.bing.com/th?id=OVFT.1RdvdkQ7Sm7n8zR7iH24Ky&pid=News,Yahoo News Canada,11-Oct-24,negative
40 percent in new survey planning to vote early: Gallup,"About 4 in 10 registered voters in the U.S. are planning to take advantage of early voting in 2024, according to Gallup. An analysis of voting trends by the pollster, released Friday, shows that",Politics,https://www.msn.com/en-us/news/politics/40-percent-in-new-survey-planning-to-vote-early-gallup/ar-AA1s62EE,https://www.bing.com/th?id=OVFT.bvpWBl1peQNrtZLzfsiC-S&pid=News,The Hill on MSN.com,11-Oct-24,neutral
Nicky Devlin signs new Aberdeen contract as Jimmy Thelin outlines why he's exactly the type of player Dons need,"The 30-year-old's performances have been rewarded with a first call-up to the Scotland squad for the Nations League double header against Croatia and Portugal, joining club teammates Jack Mackenzie and Kevin Nisbet who were both drafted in by Steve Clarke after Greg Taylor and Lawrence Shankland pulled out with injury.",Sports,https://www.msn.com/en-gb/sport/football/nicky-devlin-signs-new-aberdeen-contract-as-jimmy-thelin-outlines-why-hes-exactly-the-type-of-player-dons-need/ar-AA1s7bRG,https://www.bing.com/th?id=OVFT.x3etJIaQahQ6sVWZUjRBPS&pid=News,Daily Record on MSN.com,11-Oct-24,neutral
Blazing redheads are burning up Fire Island in the new “Red Hot” calendar,"If a 14-page calendar is not enough to satisfy your ginger cravings, Red Hot also recently launched its latest book: Red Hot Desire. It too explores the beauty of red-headed guys across six specific chapters and 144 pages – including more of the Fire Island pics seen here. Check redhot100.com for info on both.",LifeStyle,https://www.queerty.com/blazing-redheads-are-burning-up-fire-island-in-the-new-red-hot-calendar-20241011,https://www.bing.com/th?id=OVFT.oGWoI3-BUntLo92waUPuPy&pid=News,Queerty,11-Oct-24,neutral
India vs New Zealand: Jasprit Bumrah set to take over captaincy in Rohit Sharma’s absence,"After their T20I series against Bangladesh, India will contest in a three-match Test series against New Zealand starting October 16.",Sports,https://indianexpress.com/article/sports/cricket/india-squad-new-zealand-test-series-bumrah-vice-captain-shami-9615916/,https://www.bing.com/th?id=OVFT.QR82GVLAUokYlQbNwC-yMC&pid=News,The Indian Express,11-Oct-24,neutral
Singapore Colleges Are New Travel Hotspot for China’s Tiger Moms,Millions of Chinese flew abroad for the Golden Week holiday and ended up touring university campuses in Singapore.,LifeStyle,https://www.hindustantimes.com/education/news/singapore-colleges-are-new-travel-hotspot-for-china-s-tiger-moms-101728705139407.html,https://www.bing.com/th?id=OVFT.vA3JZBI9_0wH477KZz7XCC&pid=News,Hindustan Times,12-Oct-24,neutral
Selena Gomez produces new documentary amid 'Emilia Pérez' release,"Selena Gomez has posted an official trailer of her new documentary Louder: The Sound track Of Change.The Only Murders in the Building starlet produced the upcoming documentary with Stacey Abrams.On Friday,",Entertainment,https://jang.com.pk/en/22678-selena-gomez-produces-new-documentary-amid-emilia-prez-release-news,https://www.bing.com/th?id=OVFT.Nrf5SeWnhCjkmaezRBf_6i&pid=News,Daily Jang,12-Oct-24,neutral
US credit spreads narrow to new lows as economy looks up,"U.S. corporate credit spreads hit fresh multi-year lows in recent days in a sign of growing investor confidence, although some market participants worry corporate debt investors may be too optimistic given economic risks ahead.",Business,https://www.reuters.com/markets/rates-bonds/us-credit-spreads-narrow-new-lows-economy-looks-up-2024-10-11/,https://www.bing.com/th?id=OVFT.MQK5_YDA_8HVRyEJQ9_woC&pid=News,Reuters,11-Oct-24,negative
"Tamela Mann Talks New Album, 'Live Breathe Fight' and More","Award-winning singer, songwriter, actress and entrepreneur Tamela Mann joins Good Day DC to talk about the release of her new album, 'Live Breathe Fight' and more.",Entertainment,https://www.yahoo.com/news/tamela-mann-talks-album-live-192100880.html,https://www.bing.com/th?id=OVFT.zxEHBmTHs77rATz0tq7rsi&pid=News,Yahoo,11-Oct-24,neutral
"Elon Musk unveils Cybercab, Tesla's new robotaxi","Tesla CEO Elon Musk recently introduced the Cybercab, the company's new robotaxi prototype, at an event titled 'We, Robot' in Burbank, California. The vehicle is fully autonomous, designed without a steering wheel or pedals,",ScienceAndTechnology,https://www.thedailystar.net/tech-startup/news/elon-musk-unveils-cybercab-teslas-new-robotaxi-3725756,https://www.bing.com/th?id=OVFT.rSNSCUDiCYFMR64WIpuoLC&pid=News,The Daily Star,12-Oct-24,neutral
"Shiv Texchem IPO allotment finalised today; know latest GMP, step-by-step guide to check status","Shiv Texchem IPO allotment has been finalised today, October 11. Investors can check their allotment status on Link Intime's portal. The IPO was oversubscribed 156.55 times and listing is set for October 15 on BSE SME.",Business,https://www.livemint.com/market/ipo/shiv-texchem-ipo-allotment-in-focus-today-know-latest-gmp-step-by-step-guide-to-check-status/amp-11728617680573.html,https://www.bing.com/th?id=OVFT.r0HTOZiXF0zkTZg1e-LweC&pid=News,Mint,12-Oct-24,neutral
"Latest entertainment News, Live Updates Today October 11, 2024: Citadel Honey Bunny: Manoj Bajpayee's Srikant Tiwari is baffled by Varun Dhawan, Samantha; calls them '90s' spies’","Welcome to the live updates platform for Hindustan Times. Follow the major news updates, headlines and breaking news stories from the world of entertainment right here. See the latest developments in Bollywood,",Entertainment,https://www.msn.com/en-in/entertainment/other/latest-entertainment-news-live-updates-today-october-11-2024-citadel-honey-bunny-manoj-bajpayee-s-srikant-tiwari-is-baffled-by-varun-dhawan-samantha-calls-them-90s-spies/ar-AA1s3oiY,https://www.bing.com/th?id=OVFT.xyKTU653u1v71HiwqVudxy&pid=News,MSN,11-Oct-24,neutral
"Express train collides with stationary goods train in TN, several feared injured",Several people are feared injured after a Mysore to Darbhanga Express train collided with a stationary goods train at Kavarapettai in Tamil Nadu. At least three coaches have derailed while one coach has caught fire. Relief and rescue teams from Chennai are headed for the incident site.,World,https://indianexpress.com/article/india/express-train-colludes-with-stationary-train-in-tamil-nadu-live-updates-9615867/,https://www.bing.com/th?id=OVFT.755uC1jHabJ5Lm3cbvyWly&pid=News,The Indian Express,11-Oct-24,negative
The latest on the wars in the Middle East,"Israeli strikes hit a residential building in central Beirut on Thursday, killing at least 22 people and injuring dozens, Lebanese authorities said.",World,https://www.cnn.com/world/live-news/israel-war-iran-palestine-lebanon-10-12-24/index.html,https://www.bing.com/th?id=OVFT.vgYFLdfgphfSjnOty3sE8i&pid=News,CNN,12-Oct-24,negative
New match added to AEW WrestleDream Zero Hour,A new bout is set for Saturday’s AEW WrestleDream Zero Hour pre-show.,Entertainment,https://www.f4wonline.com/news/aew/new-match-added-to-aew-wrestledream-zero-hour/,https://www.bing.com/th?id=OVFT.8xhomBhzrJZhP6pmaWB1_i&pid=News,f4wonline,12-Oct-24,neutral
Tohana Assembly Election 2024 Result Live Updates: Check Latest Trends From Haryana Election Results,"The Tohana Assembly constituency, part of the Haryana Legislative Assembly, held its elections on October 5. Vote counting is currently in progress. Stay tuned to Times Now for the latest updates on the results.",Politics,https://www.timesnownews.com/elections/tohana-assembly-election-2024-result-live-updates-check-latest-trends-from-haryana-election-results-article-114023531,https://www.bing.com/th?id=OVFT.d3F7bcXusr5RD55D_W6sWC&pid=News,timesnownews,08-Oct-24,neutral
Today's rugby news as Lions tour could change after new offer and Wales learn extent of star's injury,"SIGN UP: Get the new exclusive Inside Welsh rugby newsletter for full insight ... who has flown home from Cape Town for treatment. ""The scans returned better news than we first feared and it's not too bad,"" he said ahead of Friday's game.",Sports,https://www.walesonline.co.uk/sport/rugby/rugby-news/todays-rugby-news-lions-tour-30108516,https://www.bing.com/th?id=OVFT.p1UinSta8RElW_IUFiwwTi&pid=News,Wales Online,10-Oct-24,neutral
A new thriller movie filmed in Alberta has SO many locations to spot,"A new thriller movie just dropped a chilling trailer, and so many Alberta locations were featured in the background.",Entertainment,https://dailyhive.com/calgary/new-thriller-movie-alberta-locations,https://www.bing.com/th?id=OVFT.6DI97MtSzs0nQUpYNFxDNS&pid=News,Daily Hive,11-Oct-24,neutral
Daniel Ricciardo’s new social media post reveals message to Oscar Piastri,"Daniel Ricciardo's ""BTS"" photos from Singapore revealed his last helmet swap as an F1 driver, and it was with fellow Aussie Oscar Piastri.",Entertainment,https://www.msn.com/en-za/news/other/daniel-ricciardo-s-new-social-media-post-reveals-message-to-oscar-piastri/ar-AA1s4tyR,https://www.bing.com/th?id=OVFT.tk8aFxHOKubjDfDcxj-WCS&pid=News,PlanetF1.com on MSN.com,11-Oct-24,neutral
Inside life with Jack Grealish's new baby Mila Rose,"Sasha Attwood has shared her first social media post since giving birth to her daughter Mila, who she shares with her footballer boyfriend Jack Grealish",Entertainment,https://www.msn.com/en-gb/news/newsbirmingham/inside-life-with-jack-grealishs-new-baby-mila-rose/ar-AA1s4tqt,https://www.bing.com/th?id=OVFT.XnalbG6fLUwZ6RkYLxGKGi&pid=News,Birmingham Mail on MSN.com,11-Oct-24,neutral
New Yahoo News/YouGov poll: Sympathy for Israel increases amid widening Middle East conflict,"The number of Americans who said they were more sympathetic to Israel than to the Palestinians fell steadily as the war in Gaza dragged on. But now, one year after the Oct. 7 Hamas attacks, it has ticked up again.",World,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-sympathy-for-israel-increases-amid-widening-middle-east-conflict-172621714.html,https://www.bing.com/th?id=OVFT.OXSJs2U3Dp6tOjzbgTPR3i&pid=News,Yahoo,08-Oct-24,negative
"Latest entertainment News, Live Updates Today October 11, 2024: Vicky Vidya Ka Woh Wala Video review: Rajkummar Rao can't save this disaster with great first hour ruined by ...","Welcome to the live updates platform for Hindustan Times. Follow the major news updates, headlines and breaking news stories from the world of entertainment right here. See the latest developments in Bollywood,",Entertainment,https://www.msn.com/en-in/entertainment/other/latest-entertainment-news-live-updates-today-october-11-2024-amitabh-bachchan-s-most-successful-partnership-has-given-him-11-hits-it-s-not-with-jaya-bachchan-rekha-shah-rukh-khan/ar-AA1s3oiY,https://www.bing.com/th?id=OVFT.uTjbCCCgVPqmOQaslFFmYS&pid=News,MSN,11-Oct-24,neutral
Income tax news: New TDS rates effective October 1 – What will change for taxpayers,"The Union Budget 2024 introduces income tax changes, including revised TDS rates, effective October 1. Notably, the 20% TDS on mutual fund unit repurchases is eliminated, while share buybacks will be taxed as dividends,",Business,https://www.msn.com/en-in/money/news/income-tax-news-new-tds-rates-effective-october-1-what-will-change-for-taxpayers/ar-AA1rw5eb,https://www.bing.com/th?id=OVFT.bdqs1YLb-BT6y1uWRKDsLi&pid=News,Live Mint on MSN.com,01-Oct-24,neutral
"Nine most expensive homes sold in West New York, Sept. 2 - Oct. 6",A house that sold for $1.5 million tops the list of the most expensive residential real estate sales in West New York between Sep. 2 and Oct. 6.,Business,https://www.nj.com/realestate-news/2024/10/nine-most-expensive-homes-sold-in-west-new-york-sept-2-oct-6.html,https://www.bing.com/th?id=OVFT.GceUW6Dy5TOaEs7Reg_-Fy&pid=News,NJ.com,12-Oct-24,neutral
"New video shows moments before man shot, killed by Glendale officers",New 911 calls and edited videos reveal new details leading up to a deadly officer-involved shooting in Glendale last month.,World,https://www.azfamily.com/2024/10/11/new-video-shows-moments-before-man-shot-killed-by-glendale-officers/,https://www.bing.com/th?id=OVFT._wihbaBs1NMBJAzwTUPogC&pid=News,AZFamily,12-Oct-24,neutral
Apple’s New iPhone Update—Bad News Revealed For Millions Of Google Users,"And while Google has teased Apple over its compromised deployment of RCS, it has also left no-one in any doubt as to how welcome this is. But there was always a risk that Google and its users wouldn’t see the levelled playing field they so wanted, and that risk now seems to be coming true.",ScienceAndTechnology,https://www.forbes.com/sites/zakdoffman/2024/10/11/apple-ios-18-bad-news-for-google-as-millions-of-iphone-15-iphone-16-users-update/,https://www.bing.com/th?id=OVFT.VXvIOPx3_wmmINJMrpVBIy&pid=News,Forbes,11-Oct-24,mixed
"Latest entertainment News, Live Updates Today October 11, 2024: Who was Nobuyo Oyama? Iconic Doraemon anime voice actress who passed away months after Nobita star's demise","Welcome to the live updates platform for Hindustan Times. Follow the major news updates, headlines and breaking news stories from the world of entertainment right here. See the latest developments in Bollywood,",Entertainment,https://www.msn.com/en-in/entertainment/other/latest-entertainment-news-live-updates-today-october-11-2024-who-was-nobuyo-oyama-iconic-doraemon-anime-voice-actress-who-passed-away-months-after-nobita-star-s-demise/ar-AA1s3oiY,https://www.bing.com/th?id=OVFT.tKL8wi-2Dx2qBxefkjbfAS&pid=News,MSN,11-Oct-24,neutral
United Airlines Adding 8 New International Destinations to Itinerary for Next Summer,"United Airlines is adding eight new international destinations to its itinerary for next summer. The airline, which said that this is its biggest international expansion ever with more than 760 weekly flights, will also be adding some new routes.",Business,https://www.msn.com/en-us/travel/news/united-airlines-adding-8-new-international-destinations-to-itinerary-for-next-summer/ar-AA1s6J6W,https://www.bing.com/th?id=OVFT.ixGF5HDhDPQ-13R7ElxpLC&pid=News,The Associated Press on MSN.com,11-Oct-24,neutral
United Airlines announces 8 new international destinations for summer 2025 expansion,"United Airlines is launching its largest international expansion ever, adding eight new destinations and over 760 weekly flights for summer 2025.",ScienceAndTechnology,https://www.fox35orlando.com/news/united-airlines-international-expansion-new-destinations-2025,https://www.bing.com/th?id=OVFT.ZmF4iXX95QZBaMY-EyLF3i&pid=News,WOFL,12-Oct-24,neutral
